transaction_id,date,type,total_balance,amount,remaining_balance,remarks,user_id,recipient,transaction_mode
D3TNK7,4/21/2025,Mobile Recharge,34788,51,34737,recharged phone,anil,,P2M
5UQXF7,4/13/2025,Money Transfer,50760,7441,43319,monthly loan repayment,rohan,kumar,P2P
I4OBAM,4/24/2025,Bill Payment,1597,401,1196,paid gas bill,anil,,P2M
GBJ8CC,5/3/2025,Mobile Recharge,17689,114,17575,voice pack recharge,rohan,,P2M
11D41U,4/29/2025,Bill Payment,26063,331,25732,postpaid mobile bill,nisha,,P2M
URNLQ4,4/29/2025,Bill Payment,22914,432,22482,cleared water charges,rohan,,P2M
5U2EIK,4/16/2025,Mobile Recharge,45341,449,44892,recharged phone,aryan,,P2M
34MDGV,5/12/2025,Money Transfer,18023,5908,12115,repaid borrowed amount,nisha,shruti,P2P
36S0YK,4/20/2025,Mobile Recharge,5412,426,4986,quick talktime refill,sita,,P2M
HYT1OZ,4/26/2025,Mobile Recharge,43139,265,42874,monthly mobile recharge,rohan,,P2M
IBLPZW,5/11/2025,Bill Payment,16631,319,16312,cleared water charges,rohan,,P2M
YMUHER,5/10/2025,Mobile Recharge,41509,176,41333,data pack activation,rohan,,P2M
394085,5/1/2025,Money Transfer,53156,17719,35437,gift for birthday,nisha,alex,P2P
VQZK0B,4/26/2025,Mobile Recharge,4051,297,3754,quick talktime refill,anil,,P2M
M6NZ7P,4/17/2025,Bill Payment,14723,345,14378,tv cable payment,nisha,,P2M
LMR0G6,5/6/2025,Bill Payment,9695,181,9514,tv cable payment,aryan,,P2M
KKIWH4,4/14/2025,Mobile Recharge,13208,123,13085,ntc top-up,rohan,,P2M
JO0H1Z,4/28/2025,Mobile Recharge,22425,319,22106,recharged phone,aryan,,P2M
LQJE8N,4/25/2025,Bill Payment,39238,180,39058,paid electricity bill,nisha,,P2M
H4SYPQ,5/9/2025,Bill Payment,48481,91,48390,online newspaper renewal,rohan,,P2M
3E0IUG,4/15/2025,Mobile Recharge,8830,376,8454,night data pack,deepa,,P2M
MX61P8,4/14/2025,Money Transfer,47061,9653,37408,repaid borrowed amount,deepa,kumar,P2P
73OUK1,4/14/2025,Money Transfer,29592,15987,13605,roommate rent share,deepa,john,P2P
6C31N9,5/10/2025,Mobile Recharge,16777,316,16461,recharged unlimited pack,deepa,,P2M
W2NEML,5/2/2025,Money Transfer,36745,6234,30511,shared dinner bill,sita,alex,P2P
L4D715,5/7/2025,Money Transfer,50070,18325,31745,support for groceries,rohan,alex,P2P
EVYZLW,4/17/2025,Bill Payment,12906,282,12624,regular bill settlement,nisha,,P2M
9VUQ8X,4/27/2025,Mobile Recharge,17729,156,17573,flash deal recharge,aryan,,P2M
M6JE4U,5/1/2025,Money Transfer,49063,9507,39556,monthly rent for flat,sita,shruti,P2P
WIP6MM,5/11/2025,Bill Payment,44546,216,44330,paid home utilities,deepa,,P2M
6L37AU,4/15/2025,Bill Payment,47503,95,47408,paid home utilities,sita,,P2M
KSEC2M,4/28/2025,Mobile Recharge,45478,355,45123,special festival offer recharge,anil,,P2M
X1AEWL,5/9/2025,Money Transfer,41335,1992,39343,support for groceries,deepa,harry,P2P
8B1HVF,4/16/2025,Money Transfer,31160,8306,22854,emergency funds,aryan,shruti,P2P
L5XU87,4/15/2025,Mobile Recharge,49603,68,49535,voice and data bundle,anil,,P2M
RVGAZI,4/16/2025,Money Transfer,46366,3853,42513,family medical help,sita,shruti,P2P
40KB8L,5/6/2025,Bill Payment,40122,143,39979,cleared internet bill,sita,,P2M
3LQVMX,4/26/2025,Bill Payment,46360,344,46016,monthly subscription,rohan,,P2M
0KVUZ9,5/1/2025,Mobile Recharge,30746,202,30544,recharged phone,anil,,P2M
WAMOG2,4/14/2025,Money Transfer,13752,7124,6628,advance payment to friend,anil,harry,P2P
BIPPZR,5/10/2025,Money Transfer,22963,16073,6890,gift for birthday,aryan,shruti,P2P
IE72L4,4/28/2025,Mobile Recharge,23215,206,23009,voice and data bundle,anil,,P2M
WQRCV4,5/2/2025,Money Transfer,19943,15812,4131,family medical help,nisha,harry,P2P
PY0FQV,4/30/2025,Money Transfer,6804,2381,4423,split vacation cost,deepa,kumar,P2P
O4KIEI,5/4/2025,Bill Payment,28442,497,27945,credit card bill,sita,,P2M
6WY5KZ,5/9/2025,Mobile Recharge,44401,384,44017,super saver recharge,rohan,,P2M
CYFP8Y,4/22/2025,Money Transfer,30742,16303,14439,sent birthday funds,nisha,kumar,P2P
AB393Y,4/22/2025,Bill Payment,29966,445,29521,education portal fee,nisha,,P2M
EKJDR9,4/12/2025,Money Transfer,43332,6980,36352,roommate rent share,nisha,kumar,P2P
KS5LN7,4/17/2025,Bill Payment,11275,62,11213,paid home utilities,rohan,,P2M
INO79C,4/18/2025,Mobile Recharge,16960,277,16683,ntc top-up,anil,,P2M
VV6DUT,5/10/2025,Mobile Recharge,40145,450,39695,quick talktime refill,deepa,,P2M
JAQDQQ,4/26/2025,Mobile Recharge,36784,407,36377,night data pack,anil,,P2M
K9B1M4,4/22/2025,Money Transfer,34329,16012,18317,support for groceries,sita,alex,P2P
VWG6BW,5/2/2025,Mobile Recharge,23471,303,23168,student discount recharge,nisha,,P2M
6LOJVT,4/27/2025,Money Transfer,34678,10681,23997,roommate rent share,aryan,kumar,P2P
JL4OXS,5/10/2025,Mobile Recharge,2044,436,1608,voice and data bundle,aryan,,P2M
QZ91ES,5/3/2025,Mobile Recharge,34717,174,34543,daily plan reload,deepa,,P2M
7HN1SQ,4/14/2025,Money Transfer,16954,7417,9537,paid tuition fee,anil,harry,P2P
2MC4VW,5/3/2025,Bill Payment,47170,211,46959,cleared digital TV dues,deepa,,P2M
ABPZB5,4/24/2025,Mobile Recharge,34043,165,33878,monthly mobile recharge,deepa,,P2M
3WV8YK,4/13/2025,Mobile Recharge,29005,406,28599,combo pack activated,nisha,,P2M
KPVWYK,4/27/2025,Money Transfer,56047,14771,41276,covered concert tickets,anil,shruti,P2P
PO82RU,4/15/2025,Mobile Recharge,18224,140,18084,voice and data bundle,anil,,P2M
EKLNPZ,5/5/2025,Money Transfer,52006,15385,36621,monthly rent for flat,sita,kumar,P2P
Z152BY,4/24/2025,Bill Payment,32224,295,31929,paid gas bill,deepa,,P2M
7TKVRA,5/4/2025,Mobile Recharge,24724,165,24559,recharged phone,aryan,,P2M
YQ3BPL,4/16/2025,Bill Payment,7313,190,7123,online newspaper renewal,aryan,,P2M
YEX7QA,4/23/2025,Bill Payment,24438,408,24030,education portal fee,aryan,,P2M
HSIAFR,4/22/2025,Mobile Recharge,5798,204,5594,student discount recharge,nisha,,P2M
2LVMSD,4/17/2025,Money Transfer,23610,16510,7100,roommate rent share,sita,alex,P2P
H5T0T7,4/24/2025,Mobile Recharge,13034,57,12977,recharged unlimited pack,anil,,P2M
OZAMRZ,4/21/2025,Bill Payment,19940,214,19726,settled utility bills,nisha,,P2M
KNP0WR,5/7/2025,Money Transfer,46055,8409,37646,covered concert tickets,deepa,mira,P2P
H7SBYV,4/30/2025,Money Transfer,23850,19461,4389,gift for birthday,aryan,kumar,P2P
P8AMDV,4/22/2025,Bill Payment,3778,293,3485,credit card bill,aryan,,P2M
FGSONQ,5/11/2025,Mobile Recharge,41188,160,41028,voice pack recharge,rohan,,P2M
H8UT9Y,5/10/2025,Money Transfer,37669,17496,20173,gift for birthday,deepa,mira,P2P
EC7HXP,5/5/2025,Money Transfer,18512,11885,6627,helped friend,anil,john,P2P
CFPV8D,5/2/2025,Mobile Recharge,32654,394,32260,student discount recharge,deepa,,P2M
ST2CMJ,4/18/2025,Money Transfer,14717,2022,12695,advance payment to friend,rohan,shruti,P2P
UCLFZ9,4/20/2025,Money Transfer,60352,10576,49776,monthly loan repayment,anil,harry,P2P
DGMJZL,5/12/2025,Mobile Recharge,45120,278,44842,bonus talktime refill,nisha,,P2M
XRJLML,5/9/2025,Mobile Recharge,21012,248,20764,evening call pack,anil,,P2M
BZGYVD,4/29/2025,Money Transfer,48197,5070,43127,shared dinner bill,sita,kumar,P2P
XZTKZB,4/24/2025,Mobile Recharge,7666,256,7410,super saver recharge,deepa,,P2M
1CKZ1I,4/23/2025,Bill Payment,48034,409,47625,gym membership dues,aryan,,P2M
J815KK,4/25/2025,Money Transfer,21007,17240,3767,helped friend,aryan,kumar,P2P
LJHF3J,5/5/2025,Money Transfer,43723,12318,31405,roommate rent share,aryan,alex,P2P
WMRV1I,4/30/2025,Bill Payment,34462,104,34358,settled utility bills,rohan,,P2M
ZV0N4Q,4/24/2025,Bill Payment,14018,254,13764,cleared water charges,anil,,P2M
YC9EAV,4/19/2025,Money Transfer,52458,9926,42532,cash gift for nephew,anil,alex,P2P
OWKHL5,4/29/2025,Bill Payment,8441,81,8360,cleared internet bill,anil,,P2M
VHCN97,4/19/2025,Money Transfer,56063,17301,38762,shared dinner bill,anil,kumar,P2P
77DPO2,4/17/2025,Mobile Recharge,15201,314,14887,night data pack,rohan,,P2M
7R097D,4/30/2025,Money Transfer,27519,12392,15127,covered concert tickets,deepa,alex,P2P
T8Q4WZ,4/21/2025,Money Transfer,5527,140,5387,urgent family need,rohan,shruti,P2P
EYEUR8,4/19/2025,Mobile Recharge,5466,99,5367,weekly pack reload,deepa,,P2M
OTX82T,4/13/2025,Bill Payment,35115,242,34873,settled utility bills,nisha,,P2M
H9II3F,5/10/2025,Bill Payment,13740,377,13363,internet recharge,anil,,P2M
HCF3RY,4/20/2025,Bill Payment,4477,382,4095,monthly subscription,sita,,P2M
GVEA44,4/29/2025,Mobile Recharge,27795,142,27653,quick talktime refill,deepa,,P2M
0J91E0,4/26/2025,Bill Payment,37192,206,36986,cleared digital TV dues,aryan,,P2M
T528YU,4/21/2025,Money Transfer,30439,19561,10878,gift for birthday,rohan,mira,P2P
7WI0W0,5/6/2025,Mobile Recharge,48166,483,47683,limited time mobile pack,sita,,P2M
7ME1YD,4/26/2025,Bill Payment,25484,299,25185,cleared internet bill,deepa,,P2M
R4KGT5,4/25/2025,Mobile Recharge,17397,259,17138,flash deal recharge,nisha,,P2M
M3QD1I,4/20/2025,Mobile Recharge,19259,460,18799,evening call pack,deepa,,P2M
YNO1Z4,4/25/2025,Mobile Recharge,22743,370,22373,daily plan reload,rohan,,P2M
AFMBB9,4/13/2025,Money Transfer,12979,7450,5529,sent birthday funds,aryan,shruti,P2P
68AE3H,4/13/2025,Mobile Recharge,17535,486,17049,recharged unlimited pack,anil,,P2M
GRG8TI,5/5/2025,Mobile Recharge,4416,435,3981,voice pack recharge,aryan,,P2M
UYI444,5/10/2025,Bill Payment,46673,384,46289,paid gas bill,aryan,,P2M
VQUPRO,4/28/2025,Bill Payment,30682,431,30251,gym membership dues,anil,,P2M
VMQI9S,4/28/2025,Bill Payment,8142,249,7893,education portal fee,aryan,,P2M
NM2LHY,4/14/2025,Bill Payment,47581,352,47229,gym membership dues,aryan,,P2M
KMK84K,4/25/2025,Mobile Recharge,41717,369,41348,weekly pack reload,anil,,P2M
1K05I1,4/26/2025,Mobile Recharge,34516,200,34316,evening call pack,anil,,P2M
I0CZX8,4/28/2025,Mobile Recharge,40818,92,40726,monthly mobile recharge,anil,,P2M
M6I855,4/29/2025,Mobile Recharge,49997,452,49545,data pack activation,nisha,,P2M
DTH8G3,4/19/2025,Bill Payment,11907,487,11420,monthly EMIs,aryan,,P2M
1KED71,4/12/2025,Mobile Recharge,26509,497,26012,flash deal recharge,nisha,,P2M
X36HDU,4/25/2025,Mobile Recharge,30465,499,29966,evening call pack,nisha,,P2M
D4JDA9,4/13/2025,Money Transfer,46003,19167,26836,advance payment to friend,anil,harry,P2P
YKP8U6,4/12/2025,Mobile Recharge,26436,57,26379,bonus talktime refill,sita,,P2M
ZEGS8V,5/1/2025,Mobile Recharge,25515,309,25206,ncell recharge,rohan,,P2M
31PV3Y,4/21/2025,Bill Payment,32091,270,31821,paid electricity bill,deepa,,P2M
O7RO5O,4/12/2025,Mobile Recharge,9466,392,9074,special festival offer recharge,rohan,,P2M
LP8FL8,4/24/2025,Mobile Recharge,45143,184,44959,weekly pack reload,anil,,P2M
W7K3IU,4/12/2025,Money Transfer,32173,16773,15400,repaid borrowed amount,sita,alex,P2P
Z0UPJJ,4/15/2025,Bill Payment,47446,294,47152,education portal fee,anil,,P2M
5FS6AA,5/9/2025,Money Transfer,19602,391,19211,old debt settlement,sita,john,P2P
VJLMIJ,5/2/2025,Bill Payment,43858,298,43560,tv cable payment,rohan,,P2M
DUOJPU,5/9/2025,Mobile Recharge,7217,473,6744,data pack activation,anil,,P2M
T0QW3Z,4/15/2025,Mobile Recharge,7868,103,7765,flash deal recharge,sita,,P2M
DV3TE3,4/24/2025,Money Transfer,43071,1736,41335,urgent family need,aryan,harry,P2P
2O73LL,5/9/2025,Mobile Recharge,37500,334,37166,data pack activation,rohan,,P2M
UGT9YI,5/9/2025,Bill Payment,41462,239,41223,internet recharge,sita,,P2M
1OQH9D,4/13/2025,Money Transfer,43827,2234,41593,emergency funds,nisha,john,P2P
VVRCLC,4/21/2025,Money Transfer,38326,18507,19819,family medical help,deepa,mira,P2P
VMX0DL,4/14/2025,Bill Payment,23295,452,22843,online newspaper renewal,nisha,,P2M
7M82VQ,4/13/2025,Bill Payment,48929,139,48790,cleared digital TV dues,anil,,P2M
AV67HM,4/27/2025,Money Transfer,59379,17566,41813,emergency funds,anil,mira,P2P
JS5RYC,5/3/2025,Money Transfer,26692,5052,21640,roommate rent share,rohan,harry,P2P
Q0D95Z,4/21/2025,Money Transfer,29452,9165,20287,advance payment to friend,nisha,mira,P2P
MEVY5S,4/13/2025,Money Transfer,39712,2934,36778,monthly loan repayment,anil,alex,P2P
JA28W3,5/7/2025,Mobile Recharge,7327,489,6838,super saver recharge,anil,,P2M
DQI9ZL,5/3/2025,Bill Payment,5700,405,5295,paid home utilities,deepa,,P2M
ZQYZCV,5/11/2025,Mobile Recharge,2164,334,1830,voice and data bundle,rohan,,P2M
IXTA4G,4/15/2025,Money Transfer,52385,16589,35796,family medical help,aryan,kumar,P2P
RA3MBY,4/28/2025,Bill Payment,50445,462,49983,paid gas bill,rohan,,P2M
QBL7RG,5/6/2025,Bill Payment,40787,327,40460,government water bill,deepa,,P2M
2FJ3NN,4/25/2025,Bill Payment,11019,369,10650,monthly subscription,deepa,,P2M
FH3NHE,5/1/2025,Money Transfer,37347,13978,23369,shared dinner bill,aryan,shruti,P2P
6GEGIQ,4/27/2025,Bill Payment,42389,437,41952,postpaid mobile bill,aryan,,P2M
DQXUC8,4/26/2025,Mobile Recharge,39457,220,39237,limited time mobile pack,aryan,,P2M
BD9IU8,5/10/2025,Mobile Recharge,47370,120,47250,combo pack activated,anil,,P2M
GKTX2F,4/27/2025,Money Transfer,9111,85,9026,shared dinner bill,nisha,john,P2P
R97X6L,5/11/2025,Money Transfer,47974,17669,30305,shared fuel cost,anil,harry,P2P
86H79X,4/15/2025,Mobile Recharge,9041,53,8988,special festival offer recharge,deepa,,P2M
ZDZBBV,4/14/2025,Mobile Recharge,4879,434,4445,data pack activation,rohan,,P2M
QFNFE9,4/18/2025,Bill Payment,34078,452,33626,settled utility bills,nisha,,P2M
IJO8A8,5/11/2025,Bill Payment,36899,119,36780,paid club membership,sita,,P2M
GGJNRX,4/26/2025,Mobile Recharge,1512,375,1137,weekly pack reload,nisha,,P2M
F8C438,4/13/2025,Bill Payment,1720,459,1261,paid club membership,sita,,P2M
NULG38,4/14/2025,Bill Payment,49537,485,49052,cleared water charges,rohan,,P2M
VC29VS,4/15/2025,Mobile Recharge,26145,399,25746,bonus talktime refill,anil,,P2M
U1MJHJ,4/21/2025,Mobile Recharge,7475,170,7305,weekly pack reload,rohan,,P2M
PXN7E3,5/9/2025,Mobile Recharge,16390,342,16048,monthly mobile recharge,anil,,P2M
WCBSBY,4/13/2025,Bill Payment,36031,213,35818,monthly subscription,sita,,P2M
BU2FEZ,4/21/2025,Money Transfer,20101,4222,15879,shared fuel cost,rohan,john,P2P
EZAES4,5/5/2025,Mobile Recharge,21063,490,20573,data pack activation,aryan,,P2M
KIEFE7,5/1/2025,Mobile Recharge,29237,126,29111,evening call pack,sita,,P2M
Q8W0SR,5/10/2025,Money Transfer,17355,4828,12527,urgent family need,sita,alex,P2P
2D0VLC,4/15/2025,Money Transfer,31581,10680,20901,cash gift for nephew,anil,harry,P2P
F1H6QJ,4/16/2025,Money Transfer,45552,4295,41257,advance payment to friend,deepa,john,P2P
XXU4P3,5/1/2025,Money Transfer,42827,10498,32329,family medical help,nisha,mira,P2P
BSDG3R,4/12/2025,Money Transfer,27104,14484,12620,gift for birthday,nisha,alex,P2P
KXKSPQ,4/13/2025,Mobile Recharge,16157,417,15740,flash deal recharge,anil,,P2M
CK7GTF,5/8/2025,Money Transfer,25662,16660,9002,covered concert tickets,aryan,john,P2P
XB1WKG,5/5/2025,Money Transfer,60787,13542,47245,shared dinner bill,rohan,harry,P2P
63P0II,5/1/2025,Money Transfer,32223,17516,14707,support for groceries,nisha,kumar,P2P
I5PIMC,5/5/2025,Mobile Recharge,37529,125,37404,night data pack,deepa,,P2M
LYXJTQ,4/17/2025,Bill Payment,48525,398,48127,settled utility bills,rohan,,P2M
9XD8G7,5/9/2025,Money Transfer,46457,19029,27428,repaid borrowed amount,nisha,harry,P2P
DGFAAA,4/22/2025,Mobile Recharge,35276,264,35012,recharged phone,aryan,,P2M
YJ43LT,4/15/2025,Bill Payment,21177,500,20677,cleared internet bill,anil,,P2M
MVLW0K,4/13/2025,Mobile Recharge,28513,106,28407,evening call pack,sita,,P2M
N1Y0VQ,5/6/2025,Bill Payment,33666,477,33189,paid home utilities,aryan,,P2M
EL2DPJ,5/6/2025,Bill Payment,23553,318,23235,online newspaper renewal,deepa,,P2M
HVQN4M,4/29/2025,Money Transfer,52975,10023,42952,shared fuel cost,sita,kumar,P2P
FOKOE9,5/9/2025,Money Transfer,42717,5869,36848,monthly loan repayment,sita,harry,P2P
92JBZ9,5/8/2025,Money Transfer,58417,8553,49864,monthly loan repayment,nisha,alex,P2P
ZB3B73,4/17/2025,Mobile Recharge,28729,389,28340,combo pack activated,sita,,P2M
4HKL5C,5/2/2025,Money Transfer,13781,6292,7489,support for groceries,nisha,alex,P2P
80X117,4/12/2025,Money Transfer,20382,64,20318,emergency funds,nisha,mira,P2P
M3J519,5/10/2025,Bill Payment,37319,462,36857,gym membership dues,anil,,P2M
9C6DS3,4/24/2025,Money Transfer,55386,18948,36438,emergency funds,rohan,john,P2P
8PCCJG,4/19/2025,Bill Payment,15440,277,15163,gym membership dues,nisha,,P2M
K75IM2,4/22/2025,Mobile Recharge,3283,286,2997,night data pack,deepa,,P2M
AK8867,4/20/2025,Money Transfer,30307,10306,20001,sent rent,aryan,mira,P2P
01JKNX,4/22/2025,Money Transfer,67203,19279,47924,repaid borrowed amount,rohan,harry,P2P
6NOO96,4/26/2025,Money Transfer,45489,7723,37766,sent birthday funds,sita,shruti,P2P
D7X4UN,4/18/2025,Money Transfer,27753,14383,13370,roommate rent share,aryan,john,P2P
1JHLJR,4/15/2025,Bill Payment,41422,151,41271,paid home utilities,sita,,P2M
FNLNXW,5/5/2025,Bill Payment,23749,454,23295,cleared water charges,anil,,P2M
RCEDNE,4/29/2025,Mobile Recharge,35642,95,35547,voice and data bundle,rohan,,P2M
ZJ8M5H,4/26/2025,Bill Payment,15206,308,14898,paid club membership,nisha,,P2M
4ECEAI,5/4/2025,Mobile Recharge,9534,74,9460,student discount recharge,nisha,,P2M
IOSRPN,5/7/2025,Money Transfer,25109,2825,22284,covered concert tickets,deepa,harry,P2P
XS62S0,5/2/2025,Mobile Recharge,24992,142,24850,combo pack activated,aryan,,P2M
8YU127,5/4/2025,Bill Payment,24410,195,24215,paid club membership,aryan,,P2M
I9LQ59,4/15/2025,Mobile Recharge,49216,408,48808,weekly pack reload,nisha,,P2M
Z7R7OQ,4/18/2025,Money Transfer,40251,10413,29838,paid tuition fee,sita,kumar,P2P
Q5I7YI,5/5/2025,Mobile Recharge,32298,308,31990,combo pack activated,aryan,,P2M
FWVRLP,5/8/2025,Money Transfer,15559,5378,10181,urgent family need,deepa,shruti,P2P
J7A2BD,4/29/2025,Money Transfer,31517,19500,12017,shared dinner bill,rohan,alex,P2P
RPUWWS,4/24/2025,Money Transfer,22191,17675,4516,paid tuition fee,nisha,mira,P2P
QMLFWV,4/16/2025,Money Transfer,49336,657,48679,split vacation cost,sita,john,P2P
AGZYT3,5/7/2025,Bill Payment,37593,483,37110,gym membership dues,aryan,,P2M
S4ZFPL,4/16/2025,Money Transfer,57825,13751,44074,advance payment to friend,aryan,shruti,P2P
PLV307,4/12/2025,Money Transfer,66819,18560,48259,shared fuel cost,deepa,kumar,P2P
JUDAEU,4/23/2025,Mobile Recharge,7709,437,7272,night data pack,sita,,P2M
18C1V0,5/4/2025,Bill Payment,27868,348,27520,paid electricity bill,nisha,,P2M
80QTCB,4/22/2025,Bill Payment,21599,287,21312,monthly EMIs,nisha,,P2M
ILZIS5,4/29/2025,Mobile Recharge,4243,102,4141,evening call pack,sita,,P2M
4RMM9S,4/28/2025,Money Transfer,10439,6604,3835,cash gift for nephew,aryan,mira,P2P
X0X9XL,4/14/2025,Money Transfer,20431,7540,12891,covered concert tickets,anil,shruti,P2P
SVJWGD,5/9/2025,Mobile Recharge,9023,331,8692,super saver recharge,nisha,,P2M
H1MEL8,5/11/2025,Bill Payment,24867,378,24489,credit card bill,deepa,,P2M
JUTFI7,4/14/2025,Bill Payment,31902,469,31433,paid club membership,deepa,,P2M
AD4MR7,4/20/2025,Money Transfer,45057,7055,38002,split vacation cost,rohan,john,P2P
AWYICF,5/6/2025,Bill Payment,19117,410,18707,cleared internet bill,anil,,P2M
QM1E91,4/15/2025,Mobile Recharge,4148,354,3794,bonus talktime refill,nisha,,P2M
QL77R1,4/25/2025,Money Transfer,42213,10925,31288,emergency funds,deepa,john,P2P
EAJJX8,4/25/2025,Mobile Recharge,31003,291,30712,data pack activation,aryan,,P2M
1E9QZD,4/20/2025,Bill Payment,26212,309,25903,paid club membership,sita,,P2M
83FC4A,5/2/2025,Money Transfer,21587,18867,2720,emergency funds,rohan,alex,P2P
N64OFD,4/20/2025,Money Transfer,44799,6355,38444,advance payment to friend,nisha,harry,P2P
W0ZY26,4/29/2025,Mobile Recharge,17284,309,16975,voice and data bundle,aryan,,P2M
0KRZKK,5/3/2025,Bill Payment,27247,148,27099,renewed online subscription,nisha,,P2M
VGOJ7V,4/14/2025,Money Transfer,41683,16677,25006,helped friend,anil,kumar,P2P
M0V3LN,5/3/2025,Money Transfer,42956,9563,33393,shared fuel cost,aryan,kumar,P2P
1WRU05,5/9/2025,Mobile Recharge,19160,490,18670,recharged phone,deepa,,P2M
55YELH,5/11/2025,Bill Payment,22186,191,21995,monthly subscription,sita,,P2M
N8W5Z1,4/29/2025,Money Transfer,31463,4558,26905,cash gift for nephew,aryan,alex,P2P
R412H8,5/9/2025,Mobile Recharge,33515,157,33358,data pack activation,sita,,P2M
RAK98C,5/6/2025,Bill Payment,15965,83,15882,settled utility bills,aryan,,P2M
9EXSW6,5/10/2025,Bill Payment,17505,205,17300,education portal fee,rohan,,P2M
PE6L36,4/23/2025,Bill Payment,4960,413,4547,monthly EMIs,rohan,,P2M
VK8GG0,5/7/2025,Mobile Recharge,21445,280,21165,special festival offer recharge,nisha,,P2M
BDXNDL,4/24/2025,Money Transfer,33624,10107,23517,covered concert tickets,sita,john,P2P
83L8AQ,5/3/2025,Money Transfer,56213,14072,42141,roommate rent share,sita,alex,P2P
C78MR3,4/28/2025,Bill Payment,25810,66,25744,education portal fee,deepa,,P2M
MYQ6DS,4/20/2025,Mobile Recharge,5882,221,5661,voice and data bundle,aryan,,P2M
L5YMON,4/26/2025,Mobile Recharge,33847,69,33778,voice and data bundle,deepa,,P2M
PMSEGP,5/12/2025,Mobile Recharge,2811,68,2743,ncell recharge,sita,,P2M
4YEVFK,5/1/2025,Money Transfer,3427,2314,1113,sent rent,rohan,kumar,P2P
FTDZB7,5/5/2025,Money Transfer,27048,6121,20927,repaid borrowed amount,anil,alex,P2P
LASCYE,4/23/2025,Mobile Recharge,35791,85,35706,data pack activation,anil,,P2M
Z9V55U,4/18/2025,Bill Payment,41813,76,41737,renewed online subscription,nisha,,P2M
SBAS9R,4/15/2025,Mobile Recharge,43700,243,43457,voice pack recharge,sita,,P2M
S6VPDG,4/20/2025,Money Transfer,21958,10933,11025,sent rent,deepa,mira,P2P
2O533M,5/11/2025,Money Transfer,19579,7135,12444,monthly loan repayment,rohan,shruti,P2P
Z15BRK,4/12/2025,Bill Payment,24252,70,24182,cleared water charges,nisha,,P2M
9QNX90,5/8/2025,Money Transfer,24840,7335,17505,monthly rent for flat,sita,harry,P2P
E51CFP,5/1/2025,Bill Payment,27952,57,27895,monthly subscription,sita,,P2M
TW8OG3,5/12/2025,Money Transfer,41740,17121,24619,shared fuel cost,rohan,mira,P2P
ZHP11D,4/25/2025,Money Transfer,15435,8299,7136,shared fuel cost,sita,kumar,P2P
S259UW,4/21/2025,Money Transfer,38068,9719,28349,support for groceries,anil,mira,P2P
3N8VPL,4/27/2025,Bill Payment,42400,139,42261,paid gas bill,nisha,,P2M
PKB4XU,4/28/2025,Money Transfer,37538,6643,30895,advance payment to friend,anil,shruti,P2P
DTXC03,5/10/2025,Money Transfer,10802,4384,6418,monthly loan repayment,deepa,shruti,P2P
DXB55J,4/21/2025,Mobile Recharge,18634,269,18365,night data pack,rohan,,P2M
WIW539,4/13/2025,Mobile Recharge,13582,494,13088,monthly mobile recharge,nisha,,P2M
874377,4/28/2025,Bill Payment,19378,257,19121,paid home utilities,nisha,,P2M
9V2A4W,5/4/2025,Money Transfer,14505,3066,11439,cash gift for nephew,rohan,john,P2P
6LF1ZY,4/17/2025,Money Transfer,9448,8245,1203,cash gift for nephew,deepa,mira,P2P
H0LW4J,4/18/2025,Money Transfer,27405,1909,25496,old debt settlement,aryan,john,P2P
N4FUFI,4/22/2025,Bill Payment,44510,158,44352,online newspaper renewal,anil,,P2M
QRRFKI,5/2/2025,Bill Payment,42823,103,42720,cleared internet bill,sita,,P2M
4C79Z2,4/12/2025,Mobile Recharge,27345,363,26982,monthly mobile recharge,anil,,P2M
IP87FE,5/5/2025,Bill Payment,33165,351,32814,government water bill,aryan,,P2M
CYW4FE,4/28/2025,Money Transfer,51845,5220,46625,covered concert tickets,deepa,mira,P2P
4DQF3L,4/15/2025,Mobile Recharge,22206,169,22037,quick talktime refill,sita,,P2M
I7HNYQ,5/4/2025,Mobile Recharge,26136,50,26086,quick talktime refill,nisha,,P2M
CEPF85,4/19/2025,Mobile Recharge,35804,314,35490,super saver recharge,aryan,,P2M
Y0DHM7,5/6/2025,Bill Payment,31247,193,31054,regular bill settlement,anil,,P2M
NOH15F,5/3/2025,Money Transfer,55167,18915,36252,urgent family need,aryan,harry,P2P
FRLV1M,5/8/2025,Bill Payment,35163,68,35095,online newspaper renewal,aryan,,P2M
768JRG,5/1/2025,Bill Payment,36485,293,36192,credit card bill,sita,,P2M
IEK8QQ,5/11/2025,Bill Payment,24253,352,23901,paid gas bill,rohan,,P2M
PWA64B,4/13/2025,Mobile Recharge,6553,303,6250,ntc top-up,sita,,P2M
9C8YYA,5/2/2025,Bill Payment,48416,475,47941,education portal fee,sita,,P2M
LV3OXW,4/16/2025,Mobile Recharge,11222,333,10889,voice pack recharge,rohan,,P2M
BNFX8I,5/12/2025,Mobile Recharge,35819,63,35756,flash deal recharge,nisha,,P2M
U3NAJT,4/16/2025,Money Transfer,35150,19593,15557,monthly rent for flat,sita,mira,P2P
UECE1O,4/20/2025,Money Transfer,49816,14153,35663,sent birthday funds,sita,alex,P2P
4SCR48,4/19/2025,Mobile Recharge,5597,56,5541,night data pack,sita,,P2M
